ID	Tweet	Affect Dimension	Intensity Class
2017-En-30126	I just really enjoy bright colors, like the colors you would see downtown Miami	joy	3: high amount of joy can be inferred
2017-En-30125	I am a simple human being who just really loves @aliciakeys like truly, madly, deeply rejoicing in her existence, class and queendom	joy	3: high amount of joy can be inferred
2017-En-30203	Be happy not because everything is good, but because you can see the good side of everything  #optimism	joy	2: moderate amount of joy can be inferred
2017-En-31348	@SteveStratford9 @PaulTowheyJr @ClassicDrWho @BBC @bbcdoctorwho all those will get animated IMO. Companion changes/Monsters/Classics.	joy	0: no joy can be inferred
2017-En-30532	A cheerful heart is good medicine, but a crushed spirit dries up the bones. A wicked man accepts a bribe in secret to pervert  justice.	joy	1: low amount of joy can be inferred
2017-En-30396	Omg. You've got to watch the new series 'This is Us'.....wow. Best tv show I've seen in a long time.\n #tears  #moretears	joy	1: low amount of joy can be inferred
2017-En-30925	For what a beautiful day. #elated	joy	3: high amount of joy can be inferred
2017-En-30251	Watch this amazing live.ly broadcast by @kaylaaa_sartorious #lively #musically	joy	2: moderate amount of joy can be inferred
2017-En-30869	Chris would take full responsibility and would want us all to rejoice in the memories we all had with him.	joy	0: no joy can be inferred
2017-En-30469	Watch this amazing live.ly broadcast by @its.finfin  #musically	joy	1: low amount of joy can be inferred
2017-En-31306	@Cherie_Fitz it's being extremely playful	joy	1: low amount of joy can be inferred
2017-En-31501	Epicurus~ The man least dependent upon the morrow goes to meet the morrow most cheerfully.	joy	1: low amount of joy can be inferred
2017-En-30633	@fillegrossiere @PeasParsley @tombrodude bobs burgers is an animated show. Maybe Bob looks like him. They would cast him based on voice too	joy	0: no joy can be inferred
2017-En-31290	WHY TF DO BROKE BOYS KEEP TRYNA FIND GF's? GET UR FUCKIN $$$ RIGHT B4 I SMACK YO BITCHASS, she deserves 2be happy &amp; u don't deserve that ass	joy	0: no joy can be inferred
2017-En-30180	@TampaBayRay I cried with laughter.	joy	2: moderate amount of joy can be inferred
2017-En-30129	@LiamJamesVernon love the optimism!! BLUE MOON!	joy	3: high amount of joy can be inferred
2017-En-31509	Big thanks to Brad Pitt who's trashy ways brought a modicum of levity to an otherwise lame week of political 💤.	joy	0: no joy can be inferred
2017-En-31041	Gen 8:21 NIV—The Lord smelled the pleasing aroma and said in his heart: “Never again will I… lifelong depravity	joy	0: no joy can be inferred
2017-En-31057	@essdotX the jovial and forgiving negro is always pressed upon to act against his/her self-interest in favor of the oppressor	joy	0: no joy can be inferred
2017-En-30868	@bruins_514 @gorddownie @thehipdotcom It would be #TragicallyHip if they can #help @TOYSFORASMILE make #hospitalized  #sick #kids #smile 😊✌❤	joy	1: low amount of joy can be inferred
2017-En-30462	Your lion's heart\nWill protect you under stormy skies\nAnd I will always be listening for your laughter and your tears	joy	1: low amount of joy can be inferred
2017-En-30731	@iyaycruz lets see chirp	joy	0: no joy can be inferred
2017-En-30757	noah fence but i want a harley quinn or blake lively layout	joy	0: no joy can be inferred
2017-En-30256	@LFScott57 Miss Cookie sends her thanks! She's not as spry as she used to be - like me! She doesn't have the adventures the young pups do!	joy	2: moderate amount of joy can be inferred
2017-En-31262	@7we4k LordDerply for it. It's like yugioh for animated shows!	joy	1: low amount of joy can be inferred
2017-En-30245	Being a veteran just totally got me out of a ticket. I'm elated right now, close call.	joy	2: moderate amount of joy can be inferred
2017-En-30647	@JackCurryYES he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future  #gottawearshades #LetsGoYankees	joy	0: no joy can be inferred
2017-En-31220	#PeaceIsPossible when both party accept one another and rejoice together after #OndoGuber,Nov26. @JciOndokingdom @cuttie_dove @Lekibeat	joy	1: low amount of joy can be inferred
2017-En-31614	While I was walking, a little boy in a red shirt(5/6 years of age) shouting from a distance of 3 meters, in a jovial manner saying...	joy	2: moderate amount of joy can be inferred
2017-En-30451	@aradsliff don't know I'm from nj we are the worst on purpose. #laughter	joy	1: low amount of joy can be inferred
2017-En-30160	Day 9 and I am elated because I'm taking PTO tomorrow so I'm doneeeee. But:	joy	3: high amount of joy can be inferred
2017-En-31455	@Babylonian I convinced my mom to watch it. Killgrave gave her literal nightmares, but watched last episode four times. #smile	joy	0: no joy can be inferred
2017-En-30150	And by the way, Takeru's eyes sparkling while eating was like the cutest thing ever.	joy	3: high amount of joy can be inferred
2017-En-31282	what does everyone have against sparkling water?!? such a bomb drink when you mix it with stuff	joy	0: no joy can be inferred
2017-En-30379	@ardit_haliti I'm so gutted. I loved her cheery disposition.	joy	1: low amount of joy can be inferred
2017-En-30635	@MalYoung @AngelicaMcD I hope to now see some levity, light, romance and happiness come Stitch and Abby's way after such a long hard road.	joy	0: no joy can be inferred
2017-En-31237	May the optimism of tomorrow be your foundation for today.	joy	2: moderate amount of joy can be inferred
2017-En-30402	@TiburonChamber plus a hearty pour of #yachtrock by #mustacheharbor !	joy	1: low amount of joy can be inferred
2017-En-30409	Watch this amazing live.ly broadcast by @swagrman_fan #lively #musically	joy	1: low amount of joy can be inferred
2017-En-31546	The people that call in to POV on KX4 make my night. 	joy	1: low amount of joy can be inferred
2017-En-30920	Watch this amazing live.ly broadcast by @kelli.peterson #lively #musically.   Come WATCH	joy	1: low amount of joy can be inferred
2017-En-31567	@indermethil True. We were rejoicing the fact that we signed a quality young CB but we need one more at least. @MarcBartra ? mebbe :P	joy	0: no joy can be inferred
2017-En-30315	It's Thursday which means it's Grey's day #TGIT #rejoice	joy	2: moderate amount of joy can be inferred
2017-En-31474	#MeogysDailyVocabEnhancment Elation: quality or state of being elated; feeling or state of great joy or pride	joy	0: no joy can be inferred
2017-En-30583	Currently listening to @ScottFoxonair &amp; @KatCallaghan @Z1035Toronto podcasts!! Can you guys please move to #yvr ?  #missyou	joy	0: no joy can be inferred
2017-En-31417	#PiersGough on thoroughly lively and imaginative developers—“Sager have always challenged us to do better and do better.” @IslingtonSq	joy	0: no joy can be inferred
2017-En-30357	Accept the challenges, So that you may feel the exhilaration of victory.\n\nTOMIHO IpaglabanMo TapingDay2	joy	1: low amount of joy can be inferred
2017-En-31293	To give cheerfully.	joy	1: low amount of joy can be inferred
2017-En-30501	“Don’t burn out; keep yourselves fueled and aflame. Be alert servants of the Master, cheerfully expectant.' Romans 12:11-12	joy	1: low amount of joy can be inferred
2017-En-30055	What a #lively #lovely #shower 😇 ..	joy	3: high amount of joy can be inferred
2017-En-30674	With that draw, the scum must be rubbing their hands with glee! Typical draw for the Woolwich lot!!! #jammygunnerscum	joy	0: no joy can be inferred
2017-En-31123	@cedricyarbrough We love you! #hilarious   We are looking forward to SO much more!  #kudos on the #pilot @Speechless_ABC #speechless	joy	3: high amount of joy can be inferred
2017-En-30296	#smile every morning to a positive head start with your #clients relations	joy	2: moderate amount of joy can be inferred
2017-En-30164	@jimadair3 Guitar shop owners everywhere rejoice	joy	2: moderate amount of joy can be inferred
2017-En-30983	I'm moving this weekend &amp; my sugar daddy will replace it so, it is what it is. Niggas still happy.	joy	1: low amount of joy can be inferred
2017-En-30608	@FoRDaYS14 😳 chewing what?  #arcdental #turlock	joy	0: no joy can be inferred
2017-En-30518	Top seed Johnson chases double delight at Tour Championship	joy	1: low amount of joy can be inferred
2017-En-31046	@ChrisLoesch @DLoesch Modern Day book-burning without all that awful guilt. Oh, and now with more gleeful social sharing for the a$$hats.	joy	0: no joy can be inferred
2017-En-30531	The Quarterback' wrecks me every time.. #glee	joy	1: low amount of joy can be inferred
2017-En-30412	@jessbr0ughton don't be shy next time! We're a cheery bunch. :) \n\nSam. X	joy	1: low amount of joy can be inferred
2017-En-31478	Tomorrow, is the FIRST DAY OF 🍂🍂FALL🍁🍁and I'm elated!!!!!	joy	3: high amount of joy can be inferred
2017-En-30336	For a moment I found myself smiling	joy	2: moderate amount of joy can be inferred
2017-En-30194	I like talking to someone who makes me laugh, laughter is the best medicine	joy	2: moderate amount of joy can be inferred
2017-En-31565	@julwhite chirp chirp! :)	joy	1: low amount of joy can be inferred
2017-En-31222	On my way rejoicing, to the pulpit @ Park City Baptist Church, Surrey BC. for Midweek Service.	joy	2: moderate amount of joy can be inferred
2017-En-30834	Be it a rainy day, be it cheerful sunshine, I am a Prussian, want nothing to be but a Prussian.:|	joy	0: no joy can be inferred
2017-En-31127	@RayGemini I've got 8 coming back this week. It's so joyous isn't it haha	joy	2: moderate amount of joy can be inferred
2017-En-30031	@ADenkyirah Happy birthday! Hope you have a wonderful day filled with lots of joy and laughter &lt;3 (despite tumblr being a jerk- once again)	joy	3: high amount of joy can be inferred
2017-En-31345	@reinervshunter you got this💙 #staystrong #smile #yourebeautiful	joy	3: high amount of joy can be inferred
2017-En-31279	But I got to see her last when she was lively and talkative and I was able to tell her I loved her so that's what matters.	joy	0: no joy can be inferred
2017-En-31561	Sometimes I get to sit back and be proud of myself for pleasing Him so well.	joy	0: no joy can be inferred
2017-En-30331	Catering channel's at the height technics hearty enjoyment symptomatize: vrlfEyrN	joy	2: moderate amount of joy can be inferred
2017-En-31556	@715d1\nI bought the Steam port of Vice City, and to my delight Billie Jean is on the soundtrack!	joy	3: high amount of joy can be inferred
2017-En-30314	tfw you're en-route to your future :) !! @HUCJIR i'm coming for ya! #openhouse #futurecantor  #NYCletsgo	joy	2: moderate amount of joy can be inferred
2017-En-30170	@mediacrooks @thenewshour @LodhiMaleeha @ndtv @IndiaToday This is hilarious ! Not a Freudian slip, eh !	joy	2: moderate amount of joy can be inferred
2017-En-31543	The boys rejoice as badger corner has been reclaimed for our first social of the year #cluboftheyear	joy	2: moderate amount of joy can be inferred
2017-En-30881	I hate it when im singing and some idiot thinks they can just join in with me like...this is not fcking glee #MeanRikonaBot	joy	0: no joy can be inferred
2017-En-30539	Decide to stop being afraid. To just stop. What are you now free to do?\n\n #brave #free #honest #healthy  #life #living  #love	joy	1: low amount of joy can be inferred
2017-En-30976	@NoorBazzi14 lowkey I want to go just to chirp Anna LOL but say hi to Atkins for me!! One of my favourite coaches, he's smart and caring	joy	2: moderate amount of joy can be inferred
2017-En-31157	How sad is it that I'm rejoicing over a 72💀 #collegekills	joy	0: no joy can be inferred
2017-En-31042	Such merriment &amp; laughter from @dadwroteaporno at @KingsPlace &amp; an instructional PowerPoint presentation.Well done to all concerned &amp; thanks	joy	2: moderate amount of joy can be inferred
2017-En-30103	I love seeing happy women, that glow is something real.	joy	3: high amount of joy can be inferred
2017-En-31273	Traditionalists say it should be bored by or bored with, but not bored of, a 'rule' cheerfully ignored	joy	0: no joy can be inferred
2017-En-30334	@doctorofinfo I was just introducing a little levity to the convo. Yep!	joy	2: moderate amount of joy can be inferred
2017-En-30406	@nw_autonate \n\n*She held the back of his skull, smiling into the kiss.*	joy	1: low amount of joy can be inferred
2017-En-31495	After soul searching, I'd like to announce that I've chosen @chrissyteigen &amp; @nicolerichie to be my adopted sisters due to their hilarity	joy	2: moderate amount of joy can be inferred
2017-En-30310	@NHLstoreNYC I'm cheering for @TeamNA_WCH and @TeamEUR_WCH #NHLNYCSweepstakes	joy	2: moderate amount of joy can be inferred
2017-En-30960	Another joyful encounter in Tribez &amp; Castlez! I just met Bartolomeo! Do you want to know who that is? Download the game and find out!	joy	2: moderate amount of joy can be inferred
2017-En-30981	Take my kindness for weakness when you acting silly keeping it 100 ain't your forté #breezy #ChrisBrown #TeamBreezy	joy	0: no joy can be inferred
2017-En-31045	Every time people push #Prescription Pot, prohibitionists rub their hands with #glee because U hand them #Cannabis &amp; yourself into #slavery.	joy	0: no joy can be inferred
2017-En-30575	#food  #деньги #smile   microsoft_.net_framework_4.5.1_full_plus_by_gora	joy	0: no joy can be inferred
2017-En-30889	How can l rule my mind !!!!!! \nIt's hilarious that you can't 😭😑😮	joy	0: no joy can be inferred
2017-En-31339	@FieldYates @MatthewBerryTMR @Stephania_ESPN @MikeClayNFL @FrankCaliendo goddamn...the 'celebrity' draft at the end was classic. 	joy	1: low amount of joy can be inferred
2017-En-30233	A hearty welcome to those who followed me.	joy	2: moderate amount of joy can be inferred
2017-En-30265	I thought I got mad for anything but my bf gets mad over any little thing lmfao shit be hilarious	joy	2: moderate amount of joy can be inferred
2017-En-31295	Just died from laughter after seeing that😂😭😂😭	joy	3: high amount of joy can be inferred
2017-En-30224	Watch this amazing live.ly broadcast by @iamjustinburke #lively #musically	joy	2: moderate amount of joy can be inferred
2017-En-31471	Everyday I wake up, a different @SpursOfficial player signs a contract extension! Love it!! #future #is  #COYS	joy	3: high amount of joy can be inferred
2017-En-30792	Feelings got cheated when I mistook the sparkling ribena to be the normal ribena......	joy	0: no joy can be inferred
2017-En-30080	@jadelalaa_ hahaha and u da best bro ever luv u hearty hearts	joy	3: high amount of joy can be inferred
2017-En-30675	All the fans wanted Man Utd at home in the next round...\nAre you cheering for Northampton or Man Utd right now?\n#lufc	joy	0: no joy can be inferred
2017-En-30221	15 minutes of yoga to your breakfast routine will change your day #preparation #sunriseyoga #bodyawareness #health #yoga #smile #stretch	joy	2: moderate amount of joy can be inferred
2017-En-31479	#Appreciate what you have &amp; enjoy your life. \nUse your #smile 😃 to help others use theirs. ☺️	joy	2: moderate amount of joy can be inferred
2017-En-31135	Skiving #Freshers2016 for a me day! #nails #sunbeds and #gym 😉💜👑 #priorities #student #studentnurse #pampered #happy	joy	3: high amount of joy can be inferred
2017-En-30111	What a great training course, lots of photos, fun and laughter. Photo's will be up soon #Boostercourse #fun 	joy	3: high amount of joy can be inferred
2017-En-30045	Had a great time at Skywalkers open gym tonight! Come our every Wednesday from 7-8 in Hillsboro and train with us! #opengym #cheer #tumbling	joy	3: high amount of joy can be inferred
2017-En-30270	#smile is the #respect we give everyone.	joy	2: moderate amount of joy can be inferred
2017-En-30162	.@Travelanswerman: When U ride on a pile of salt life is extra sweet! Always salty always savory! #surfing #aloha #smiling …	joy	3: high amount of joy can be inferred
2017-En-30540	#ThisIsUs has messed with my mind &amp; now I'm anticipating the next episode with #apprehension &amp; ! #isthereahelplineforthis	joy	1: low amount of joy can be inferred
2017-En-30854	So far ours greet have raised £250 for @HGatChristmas with more to come in #sparkling @CllrJohnFox @simoncotton69	joy	2: moderate amount of joy can be inferred
2017-En-31575	Maybe the entire Russian team will test positive for meldonium and the North Americans will get to replace them 	joy	0: no joy can be inferred
2017-En-31243	The feeling of taking someone's life is either scarring or exhilarating, but for people need to realize that we're going to die at some--	joy	0: no joy can be inferred
2017-En-30213	All in all a pleasing night down The Lane .  .  .  On to the next round &amp; bring on Liverpool at Anfield! #COYS	joy	2: moderate amount of joy can be inferred
2017-En-31181	@walterdonovanSS @mrb_rides_again evil, rich white men and their fucking cronies in intelligence/gov/academia using blithe blacks as fodder	joy	0: no joy can be inferred
2017-En-30785	sparkling or still? #terribledebatequestions	joy	0: no joy can be inferred
2017-En-30655	Well look at the bright side. You found a use for that rope #TipsToSurviveAPowerOutage	joy	0: no joy can be inferred
2017-En-30352	15 minutes of yoga to your breakfast routine will change your day #preparation #sunriseyoga #bodyawareness #health #yoga  #stretch	joy	1: low amount of joy can be inferred
2017-En-30784	i wonder how gleeful it is to be dumb af and see the world through rose tinted glasses	joy	0: no joy can be inferred
2017-En-30826	@tomderivan73 😁...I'll just people watch and enjoy a rare show of optimism	joy	1: low amount of joy can be inferred
2017-En-31576	Cool to see when smart #CowboysTwitter folks chirp the same stuff you did during your review.  This is why I joined.	joy	1: low amount of joy can be inferred
2017-En-30261	@safaridjh but it's so aesthetically pleasing omg	joy	2: moderate amount of joy can be inferred
2017-En-30874	@harrietemmett great minds think alike. #rejoice	joy	1: low amount of joy can be inferred
2017-En-30862	I'm absolutely in love with Laurie Hernandez, she's so adorable and is always so cheerful!	joy	3: high amount of joy can be inferred
2017-En-30056	What a great training course, lots of photos, fun and laughter. Photo's will be up soon #Boostercourse #fun #laughter	joy	3: high amount of joy can be inferred
2017-En-30758	I truly believe in my heart right now that Satan is rejoicing because we are all against one another	joy	0: no joy can be inferred
2017-En-31248	There's a certain hilarity in people angry at protests against the national anthem or the flag when these acts are covered by 1st Amendment.	joy	0: no joy can be inferred
2017-En-31251	But the lady at the store said I had nice eyelashes so that's good, right? #optimism? @verizon	joy	0: no joy can be inferred
2017-En-31288	The #chiropractor makes me so .	joy	0: no joy can be inferred
2017-En-30535	@TheNotoriousMMA looking like @MIckeyRourkeFP in his heyday	joy	1: low amount of joy can be inferred
2017-En-30408	Watch this amazing live.ly broadcast by @__.mila.__ #lively #musically	joy	1: low amount of joy can be inferred
2017-En-30527	Intermit animated^%%%ncaa pittsburgh vs mississippi sprightly shiny bbva level peg varsity football telly scra...	joy	1: low amount of joy can be inferred
2017-En-31447	Be happy not because everything is good, but because you can see the good side of everything. 	joy	2: moderate amount of joy can be inferred
2017-En-30295	Use your smile to change the world. Don't let the world change your smile.' #quote #actorslife #smile #love #hardworkpaysoff #fun	joy	2: moderate amount of joy can be inferred
2017-En-31528	@simmy_hanley @Schrise also a #delight	joy	2: moderate amount of joy can be inferred
2017-En-30453	Benefit out exhilaration called online backing off: JkUVmvQXY	joy	1: low amount of joy can be inferred
2017-En-30398	Watch this amazing live.ly broadcast by @hannah..mccloud  #musically	joy	1: low amount of joy can be inferred
2017-En-30387	promise of restoration to the nation of israel...'everywhere you look blessing '..barns/wine overflow.Everything beautiful #joyful #do_u_see	joy	1: low amount of joy can be inferred
2017-En-30004	I feel so blessed to work with the family that I nanny for ❤️ nothing but love &amp; appreciation, makes me smile.	joy	3: high amount of joy can be inferred
2017-En-31217	Watching driven by food and @andrewzimmern going to Devon Ave to eat nihari makes me gleeful af	joy	3: high amount of joy can be inferred
2017-En-30019	@luckiiCHARM_ Luckii, I'm changing in so many ways bc of Him!! It's a scary but joyful feeling, making me so strong.	joy	3: high amount of joy can be inferred
2017-En-30407	Watch this amazing live.ly broadcast by @ittzdevin  #musically	joy	1: low amount of joy can be inferred
2017-En-31070	Kinda wished I watched mischievous kiss before playful kiss	joy	1: low amount of joy can be inferred
2017-En-30619	@gatewaypundit Mostly animated audience I'd bet...green sceen folk...the ones that don't need air..!	joy	0: no joy can be inferred
2017-En-30999	@DumTeeDum don't think Ian knew of Pavel. He knew about Charlie. I bet Rob will cackle with glee when he heard what has happened #thearchers	joy	0: no joy can be inferred
2017-En-30790	@emilyycos the other 26 was last night at 2am while i watched the balls i animated bounce for 20 minutes figuring out what was wrong	joy	0: no joy can be inferred
2017-En-30645	GKN so lively as well, mad quick	joy	0: no joy can be inferred
2017-En-31010	Symmetry is Key, everything must be aesthetically pleasing as possible, that is why I hold you twin pistols. #DeathTheKid #Bot	joy	0: no joy can be inferred
2017-En-30381	The return of Matt Damon, and of director Paul Greengrass, brings back all the exhilarating if rather po-faced entertainment to a movie	joy	1: low amount of joy can be inferred
2017-En-30161	Ooh #hygge, candles, jasmine tea &amp; #GBBO 	joy	3: high amount of joy can be inferred
2017-En-31326	did you know that the sparkling letters in Super Mario Galaxy spell out U R MR GAY	joy	0: no joy can be inferred
2017-En-30035	second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye LOLOLOL #cheering	joy	3: high amount of joy can be inferred
2017-En-30153	@liamch88 yeah! :) playing well 	joy	3: high amount of joy can be inferred
2017-En-30690	Rec'd call 2day from Haitian church we started in Florida some 15yrs ago. Preparing to acquire their own bldg. Wanted me to know. 	joy	0: no joy can be inferred
2017-En-31063	@npagliaro1 That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? 	joy	1: low amount of joy can be inferred
2017-En-30922	Oi @THEWIGGYMESS you've absolutely fucking killed me.. 30 mins later im still crying with laughter.. Grindah.. Grindah... 🤓  hahahahahahaha	joy	3: high amount of joy can be inferred
2017-En-30528	Turkish exhilaration: for a 30% shade off irruptive russian visitors this twelvemonth, gobbler is nephalism so...	joy	1: low amount of joy can be inferred
2017-En-31184	Proverbs  27:9 Ointment and perfume rejoice the heart: so doth the sweetness of a man's friend by hearty counsel.\n#TruthfmDawnBreak	joy	2: moderate amount of joy can be inferred
2017-En-30609	@MerenthaProphet - the Hunter in this way, content and joyous in simple, domestic bliss? I cannot wait for word of who you truly are to -	joy	0: no joy can be inferred
2017-En-31003	I'm highly animated even though I'm decomposing.	joy	0: no joy can be inferred
2017-En-30465	Watch this amazing live.ly broadcast by @mrgummyking  #musically	joy	1: low amount of joy can be inferred
2017-En-30165	A joyous first webiversary/web mitzvah to Smithsonian's @WeiPoints!! @brianwolly @jackie_mansky @bethpylieberman @bilbo @mazeltov	joy	2: moderate amount of joy can be inferred
2017-En-31601	@Senpai_Vanilla This would be the height of hilarity, were it not for the fact that the adult swan is highly likely to attack.	joy	0: no joy can be inferred
2017-En-30258	It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #punny  #lol	joy	2: moderate amount of joy can be inferred
2017-En-31174	Niggas never changed...even as a kid and a 29 year old, in his interviews, seems jovial and happy after death of his sister...he did it	joy	1: low amount of joy can be inferred
2017-En-31179	Love your new show @driverminnie  #hilarious	joy	3: high amount of joy can be inferred
2017-En-31229	When ya'll talkin about you know who I don't know who ya'll talkin bout, I'm on the new shit....chuckin up ma deuces......🔥🔥 #kanye #breezy	joy	0: no joy can be inferred
2017-En-30283	Accept the challenges so that you can feel the exhilaration of victory. #FocusX10 #motivation #motivationalquotes #quoteoftheday	joy	2: moderate amount of joy can be inferred
2017-En-30903	Old saying 'A #smile shared is one gained for another day' @YEGlifer @Scott_McKeen	joy	1: low amount of joy can be inferred
2017-En-30802	Wanted to get him a cake with sparkling candles but he doesn't like cake😒😒. Ruins everything	joy	0: no joy can be inferred
2017-En-30791	I meet new people and I had to grow up with the reality that people can be desgusting and fake and so I lost my cheerfulness and started to	joy	0: no joy can be inferred
2017-En-30641	backed pats -2.5 10/11 just before 	joy	0: no joy can be inferred
2017-En-31118	@tweet_faver its reaper!! before he became reaper, you can find their stories on the wiki and thru the comics and animated shorts!	joy	0: no joy can be inferred
2017-En-30937	American Schools are lively	joy	2: moderate amount of joy can be inferred
2017-En-31151	.@Travelanswerman: The possibilities R endless Becca when U unplug from the 'Matrix!' Stay salty and #happy #surfing! #sunset #aloha …	joy	2: moderate amount of joy can be inferred
2017-En-31209	Why bother tweeting poor men's? \nWhat good does it do?  If I'm unable to be cheery,  I go quiet.  Missed you,  btw	joy	0: no joy can be inferred
2017-En-31071	Accept challenges in life, so that you may feel the exhilaration of victory.	joy	1: low amount of joy can be inferred
2017-En-31605	You head north and arrive at a breezy cave. It smells sweet. You glance at your watch; you're running 15 minutes late.	joy	0: no joy can be inferred
2017-En-30174	@HytheHighborne -Sylvia was elated to receive kisses from the little prince, her bright smile clear as she glanced to Garrett and Elyse- --	joy	2: moderate amount of joy can be inferred
2017-En-31274	@lilymacintyre_ she was my favourite such a joyful soul	joy	1: low amount of joy can be inferred
2017-En-30984	Anyone who drinks sparkling water is a demon	joy	0: no joy can be inferred
2017-En-30260	@my2k aaa Cam animated that, so proud of our boy	joy	2: moderate amount of joy can be inferred
2017-En-30389	Why have I only just started watching glee this week I am now addicted 🙄  #GLEEK	joy	1: low amount of joy can be inferred
2017-En-31132	The #most wasteful day is a #day without #laughter	joy	1: low amount of joy can be inferred
2017-En-30734	When your rewatching glee and break down in tears all over again. 😭😢 	joy	0: no joy can be inferred
2017-En-30474	Watch this amazing live.ly broadcast by @ittzdevin #lively #musically	joy	1: low amount of joy can be inferred
2017-En-30840	4-2 Canada final tomorrow #WCH #Predictions #optimism #Canadian 🇨🇦	joy	1: low amount of joy can be inferred
2017-En-30081	@morgannbroom yes ❤️❤️ &amp; cheering homecoming game!	joy	3: high amount of joy can be inferred
2017-En-30178	Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning... #glee #books #reading	joy	2: moderate amount of joy can be inferred
2017-En-30214	@AlbertBreer @jetswhispers Be sure and switch it over to cable news - cheery	joy	2: moderate amount of joy can be inferred
2017-En-30659	A not very young man compiled info on a smiling baby then a mattress created new evil.	joy	0: no joy can be inferred
2017-En-30756	The joyful tambourines have ceased. The noise of the jubilant has stopped. The joyful lyre has ceased. -Isaiah 24:8	joy	0: no joy can be inferred
2017-En-30522	Day 3 of #harvest16 - listening to the sound of the chopper working it's way closer to home at @mountaindairy makes me . #farm365	joy	1: low amount of joy can be inferred
2017-En-31421	@BeastFireTimdog Same with gaming. Sites leaned PS2 during its heyday, leaned 360 most of last gen. This gen started vitriolic mostly by...	joy	0: no joy can be inferred
2017-En-31516	Want Darren to open the video so he can appreciate my hilarity	joy	1: low amount of joy can be inferred
2017-En-30772	Harking back to 2012 - DT's challenge to @POTUS...I will give...DT a hearty thank you...if he will release his tax returns....	joy	0: no joy can be inferred
2017-En-31053	Well, this is cheery. #MrRobot	joy	2: moderate amount of joy can be inferred
2017-En-30782	Pinky is so funny n jovial, bt she got emotional n just brought me 2 tears. I felt so bad for her #Ishqbaaaz	joy	0: no joy can be inferred
2017-En-31126	The jovial laughter that Trump and his lackeys showed when Don King used the N word was a truly bizarre sight	joy	0: no joy can be inferred
2017-En-30345	On the bright side, my music theory teacher just pocket dabbed and said, 'I know what's hip.' And walked away 😂😭	joy	1: low amount of joy can be inferred
2017-En-31143	This night is sparkling, don't you let it go! I'm wonderstruck, blushing all the way home..' #ValerieBot	joy	2: moderate amount of joy can be inferred
2017-En-30176	If you have the ability to make someone happy or to make someone #smile, do it! The world needs more of that right about now. #CreateLove ☺️	joy	2: moderate amount of joy can be inferred
2017-En-30859	incredible that anthony weiner has been caught chasing a busty milkmaid across a park at double speed while jaunty music plays	joy	0: no joy can be inferred
2017-En-30928	sometimes im sad then remember Margaret Thatcher is dead and then i rejoice	joy	0: no joy can be inferred
2017-En-30882	@chencouture LMAO Is it that 'so slutty' hater girl? That video was hilarious. 😂	joy	3: high amount of joy can be inferred
2017-En-30326	Watch this amazing live.ly broadcast by @its.finfin #lively #musically	joy	2: moderate amount of joy can be inferred
2017-En-30668	If I were assured of your eventual destruction I would, in the interests of the public, cheerfully accept my own.' Sherlock Holmes	joy	0: no joy can be inferred
2017-En-31432	Impractical Jokers...practically genius!!!  @BQQuinn #laughter #good4thesoul #ImpracticalJokers #bingewatching	joy	3: high amount of joy can be inferred
2017-En-31200	@jmomahony thank you for your support, but it was not an attempt at levity.	joy	0: no joy can be inferred
2017-En-30893	Tutoring gives me such an exhilarating feeling. I love helping people 😌	joy	3: high amount of joy can be inferred
2017-En-31224	Luke 1:14\nHe will be a joy and delight to you, and many will rejoice because of his birth	joy	2: moderate amount of joy can be inferred
2017-En-30444	@Nekudere oh ok, yeah I felt dumb like I think I would have known if it was animated at least lmao	joy	1: low amount of joy can be inferred
2017-En-30243	felt a bit shit getting a very high blood sugar then i remembered it's my first one above 15 this week which is incredible for me! #happy	joy	2: moderate amount of joy can be inferred
2017-En-30592	@GNRailUK There's gonna be street parties when you lot leave. Spontaneous rejoicing. Clowns.	joy	0: no joy can be inferred
2017-En-30542	You know, you're pro-actively playful. You want to press your boobs into my face, Tatenashi. I'm not saying no, though. =3	joy	0: no joy can be inferred
2017-En-30448	Taguchi engineering fashionable hale and hearty little game optimization: MqnAOcU	joy	1: low amount of joy can be inferred
2017-En-30643	@FOXTV did you use the warblers set from glee on the @BONESonFOX episode about the acapella college kids?	joy	0: no joy can be inferred
2017-En-30484	Possible magazines over against put with versus thy joviality conjunction shower quotient sufficiently: BQAvtja	joy	1: low amount of joy can be inferred
2017-En-30671	@mark_slifer actually maybe we were supposed to die and my donation saved our lives?? #optimism	joy	0: no joy can be inferred
2017-En-30355	Every single problem we ever face can be solved with a nice blend patience and optimism	joy	1: low amount of joy can be inferred
2017-En-31261	Every Wednesday I like to visit the inmates at Arkham. Deliver a fruit basket. And a cheery bouquet of enhanced interrogation.	joy	1: low amount of joy can be inferred
2017-En-30581	@Bookselenaxxx @Hustler @Bookselenaxxx @Hustler \n👅💦👅💦👅💦👅💦👅💦👅that hot pussy unappetizing that delight	joy	0: no joy can be inferred
