ID	Tweet	anger	anticipation	disgust	fear	joy	love	optimism	pessimism	sadness	surprise	trust
2017-En-30852	Val reminds me of one of the cheerful witches that looks after Aurora in Disney’s Sleeping Beauty. #GBBO	0	0	0	0	1	0	0	0	0	0	0
2017-En-31344	May a man live well-, and long-enough, to leave many joyful widows behind him.	0	0	0	0	1	0	1	0	0	0	0
2017-En-41048	Cops chillin on pine lakes	0	0	0	0	0	0	0	0	0	0	0
2017-En-11326	Every cal person I have on my snap has chic-fil-a on their story.. Lol #Yummy	0	0	0	0	1	0	1	0	0	0	0
2017-En-10774	Focus on yourself. Don't let other's love define you when you're happy and don't let it make you bitter if you get hurt.	0	0	0	0	0	1	1	0	1	0	0
2017-En-21627	Whenever you are confronted by a wild animal or hostile individual remember that they can smell #fear or the fact you #poop your pants.	0	0	0	1	0	0	0	0	0	0	0
2017-En-10550	@xandraaa5 @amayaallyn6 shut up hashtags are cool 	1	1	0	0	1	0	1	0	0	0	1
2017-En-31092	Watching @melissamccarthy in #Spy she's one of Favorite actresses! Last night I was watching her #theboss #hilarious I just want to meet her	0	0	0	0	1	1	1	0	0	0	0
2017-En-20016	anxiety level- 100	0	0	0	1	0	0	0	0	0	0	0
2017-En-10696	@LonelyGoomba I wouldn't bring this up if I were you. It's a very touchy subject. And people get way to offended these days	1	0	1	1	0	0	0	1	1	0	0
2017-En-31163	Class is canceled due to a funeral. Not sure if it's appropriate to be happy or sad.. #happy	0	0	0	0	1	0	0	0	1	0	0
2017-En-10725	Projection is perception. See it in someone else? You also at some level have that within you.  #worry	0	0	1	1	0	0	0	1	0	0	0
2017-En-41285	Lines from Don't Quit take me to a place of ultimate strength when I start to feel weary. 💪🏾	0	0	0	0	1	0	1	0	0	0	0
2017-En-41020	Removal regardless of cost a lamentable answer: ajvKSK	0	0	0	0	0	0	0	0	0	0	0
2017-En-40643	Kinda wanna just book a vacation and go...anyone wanna tag along? #adventure #serious	0	0	0	0	1	0	1	0	0	0	0
2017-En-10251	If you be #angry, which may be the case, &amp; which may be unavoidable, see that the sudden excitement does not become sin. #AlbertBarnes	1	0	0	0	0	0	1	0	0	0	0
2017-En-30042	@DorH84607784 Oh FANTASTIC, I bet it was super exhilarating  🤗😍	0	0	0	0	1	1	1	0	0	0	0
2017-En-20772	@residentadvisor thanks for getting back to me, exemplary customer service for a loyal customer #jk #awful #residentadvisor #poorservice	1	0	1	0	0	0	0	0	0	0	0
2017-En-30773	So much news about Pakistan, Afghanistan, etc. We need more cheery news about Frybread Stands!!! Everyone in media just so grim.	1	0	1	0	1	0	0	0	1	0	0
2017-En-30641	backed pats -2.5 10/11 just before 	0	0	0	0	0	0	0	0	0	0	0
2017-En-30421	Yahweh your God is among you, a warrior who saves. He will rejoice over you with gladness.	0	0	0	0	1	0	1	0	0	0	1
2017-En-10013	Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages #raging	1	0	1	0	0	0	0	1	1	0	0
2017-En-10585	@donna_bellav @SoniaRayS @gig_aholic He looks especially lovely. Sadly, I do not *removes potentially indignant Mr D from convo*	0	0	0	0	1	0	1	0	1	0	0
2017-En-21420	@Rosie #Strongwomen terrify #weakmen - don't let the #bully wear you down. Loving your consistency and truth in rough times Hang in there ❤️	0	0	0	0	0	1	1	0	0	0	1
2017-En-11193	Do not be angry with God because you do not get what you want, for God gives most when you expect least.	1	0	0	0	0	0	1	0	0	0	0
2017-En-30385	#LMFAO @MSNBC 's #racepimp Tamron Hall used the words 'fscts' and 'MSNBC' in the same sentence #hilarity #libtard #biasedmedia #neverHillary	0	1	1	0	0	0	0	0	0	0	0
2017-En-21728	@yupdats_jess @nereriveraa_ this doesn't concern you OR your sister. So show up if you want too lol.	1	0	0	0	1	0	0	0	0	0	0
2017-En-41458	the thing with Twitter is i only remember to tweet when i'm bored or alone and then it comes across like i have a really dull and sad life.👽	0	0	0	0	0	0	0	1	1	0	0
2017-En-10249	You will never find someone who loved you like I did. And that my love, will be my revenge.	1	0	0	0	0	1	0	0	0	0	0
2017-En-31179	Love your new show @driverminnie  #hilarious	0	0	0	0	1	1	1	0	0	0	0
2017-En-11672	He's mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees #offense	0	0	0	0	1	0	0	0	0	0	0
2017-En-21910	@BouchetPetersen @libe @dom_albertini @DavidDoucet Imposuture intellectuelle ! #préjugés #intolérance #personnalitéAutoritaire #intimidation	0	0	0	0	0	0	0	0	0	0	0
2017-En-20251	@AmyMek this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country). #despair #wakeupcall	1	0	1	0	0	0	0	1	1	0	0
2017-En-41263	God knows why you'd wanna go with a girl who's slept with half ya mates #grim	1	0	1	0	0	0	0	0	0	0	0
2017-En-41503	On the wheel as we grow older and become aware of ourselves as individuals with a dull responsibility in life?	0	0	1	0	0	0	1	1	1	0	0
2017-En-10765	Went n a bodega 4 incense lookd @ the sis behind the counter &amp; it was like a mirror she said where u from I said here she said no originally	0	1	0	0	0	0	0	0	0	1	0
2017-En-30757	noah fence but i want a harley quinn or blake lively layout	0	0	0	0	1	1	1	0	0	0	0
2017-En-10531	Paul forever. Paul should have won! Paul played such a better game! #BB18 	0	0	0	0	1	1	0	0	0	0	1
2017-En-20949	@smb_ryan @Kamper10 I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1. 	1	0	1	0	0	0	0	0	0	0	0
2017-En-40819	@kempicepoland don't think he did, and he didn't have the rucksack or laptop in his possession, murky business, on that note I'm away to bed	1	0	1	0	0	0	0	0	1	0	0
2017-En-20905	O you who have believed, fear Allah and believe in His Messenger; He will [then] give you a double portion of His mercy...' (Quran 57:28)	0	0	0	0	0	1	0	0	0	0	1
2017-En-21614	Love all the ex United managers on Twitter who form our fanbase. Honestly I despair at times. Just back the fucking team eh #MUFC	1	0	1	0	1	0	0	0	0	0	0
2017-En-20502	We can't stop racism overnight. Nor gun violence. Nor terrorism. But we CAN literally stop Trump overnight. So, like, let's? #ImWithHer	1	1	1	0	0	0	1	0	0	0	0
2017-En-41372	I can't even celebrate my wins or mourn my L's cause first test week is that busy 😕	0	1	0	0	0	0	0	0	1	0	0
2017-En-22105	@JaredWyand @ilovetailgating the beak on that woman is almost as shocking as the low IQ of her followers.	0	0	1	0	0	0	0	0	0	1	0
2017-En-40398	How brave are the young individuals that have opened up to us about their #depression and #anxiety to help raise awareness!! @beyondblue	0	0	0	1	0	0	1	0	1	0	0
2017-En-30431	A cheerful heart is an unending banquet.- Proverbs (Mishle) 15:16	0	0	0	0	1	1	1	0	0	0	0
2017-En-21005	My view of the human being is as a dynamic expression of the Cosmos we exist within #humanism 	0	0	0	0	1	0	1	0	0	0	0
2017-En-20178	my husband lost £800 when he booked an apartment through @Airbnb that didn't exist... @AirbnbHelp didn't care  #airbnbnightmare	1	0	1	1	0	0	0	0	1	0	0
2017-En-41140	Playing at September 21, 2016 at 09:30PM: Demetria Taylor  #blues	0	0	0	0	0	0	0	0	0	0	0
2017-En-20926	You make me breathless.	0	0	0	0	1	1	0	0	0	1	0
2017-En-21297	Fuckin restless	1	0	1	0	0	0	0	0	0	0	0
2017-En-22059	The #movie Vantage Point makes my palms sweat EVERY time I watch it!!! #nervous 😥😥	0	0	0	1	0	0	0	0	0	0	0
2017-En-21911	@BouchetPetersen @libe @dom_albertini @DavidDoucet Imposuture intellectuelle ! #préjugés #intolérance #personnalitéAutoritaire 	1	0	1	0	0	0	0	0	1	0	0
2017-En-30233	A hearty welcome to those who followed me.	0	0	0	0	1	1	0	0	0	0	0
2017-En-10082	The liberal outrage over don king saying the N-word really angers me. The white yuppie progressives can go fuck themselves, shame on blacks	1	0	1	1	0	0	0	0	0	0	0
2017-En-10479	Nick said he's territorial and he'll growl if someone gets too close to me #hesananimal	1	0	1	0	0	0	0	0	0	0	0
2017-En-41504	@childctweets sad people are that sick and boring 😬😬😬	1	0	1	0	0	0	0	0	1	0	0
2017-En-30834	Be it a rainy day, be it cheerful sunshine, I am a Prussian, want nothing to be but a Prussian.:|	0	0	0	0	1	0	1	0	0	0	0
2017-En-40531	Seeing something that hurt so much in the past in front of me now and not a single sign of grieve. Magicalllll.  ✨	0	0	0	0	1	0	1	0	0	0	0
2017-En-41360	because a kitchen sink to you is not a kitchen sink to me, okay friend?	1	0	1	0	0	0	0	0	0	0	0
2017-En-21151	Really.....#Jumanji 2....w/ The Rock, Jack Black, and Kevin Hart...are you kidding me! WTF! #ThisIsATerribleIdea 	1	0	1	0	1	0	0	0	0	0	0
2017-En-40902	When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know	0	0	0	0	0	0	0	0	1	0	0
2017-En-41247	oh, btw - after a 6 month depression-free time I got a relapse now... superb #depression	0	0	0	0	0	0	0	1	1	0	0
2017-En-31421	@BeastFireTimdog Same with gaming. Sites leaned PS2 during its heyday, leaned 360 most of last gen. This gen started vitriolic mostly by...	0	1	0	0	1	0	0	0	0	0	0
2017-En-41500	Happy Birthday Roy Buchanan, born on this day in 1939. #roybuchanan #guitar #blues #happybrithday	0	0	0	0	1	1	1	0	0	0	0
2017-En-20568	When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love 🎶	0	0	0	0	0	1	1	0	1	0	0
2017-En-20499	Thought I left that part of life behind me\nIt's back to haunt every girl that loves me	0	0	1	1	0	0	0	1	1	0	0
2017-En-11486	meeting tiff at the mall soon, congrats on getting that L babes❣	0	0	0	0	1	1	0	0	0	0	0
2017-En-30967	@XenoStateOfMind yes\n\nmake her smile and be happy\nshe deserves happiness	0	0	0	0	1	1	1	0	0	0	0
2017-En-11691	Dude go out his way to irritate me🙄🙄 that's why I go out my way to not give up any pussy🙅🏾🅿️	1	0	1	0	0	0	0	0	0	0	0
2017-En-20620	@David_Stepp Any other election, fine vote 3rd party as useless as it is but not this one. I hesitate to say it'd be selfish but...	0	0	0	0	0	0	0	0	0	0	0
2017-En-11075	Oh daaaaaaamn @SophiaBush! #getitgirl #girlpower #anger #rawr #ChicagoPD	1	0	1	0	1	0	0	0	0	0	0
2017-En-21217	@RyanAbe awe yay thank god I was so worried.	0	0	0	1	1	0	0	0	0	0	0
2017-En-30215	If you simply act out of kindness, strength, and optimism, today will be the best day ever! @Tarleton_KINE @DrKaylaPeak @jssimpson9	0	0	0	0	1	0	1	0	0	0	0
2017-En-30375	Watch this amazing live.ly broadcast by @izzybuzy365 #lively #musically	0	0	0	0	1	0	0	0	0	0	0
2017-En-11056	#Forgiveness might make us look #weak, but the weakest person is the one who holds #anger, #hatred, and .	1	0	0	0	0	0	1	0	0	0	0
2017-En-21325	@AliKhanSays Oh come on. RAW and ISI have been spying for decades. Spying and supporting terrorism is two different thing.	1	0	1	1	0	0	0	0	1	1	0
2017-En-10404	Do not despise the Lord ’s #discipline, do not #resent his rebuke, because the #Lord disciplines those he loves... #Proverbs 3:11-12	0	0	0	0	0	0	1	0	0	0	0
2017-En-40244	@eehbahmum WHY?! Did they want to make you plummet in to the depths of despair??	1	0	1	0	0	0	0	0	1	0	0
2017-En-31188	Close to the end of a revision...taking this story I love in a new direction has been exhilarating for me. #endlesspossibilities #amwriting	0	0	0	0	1	0	0	0	0	0	0
2017-En-31405	crying because @msleamichele's snapchat is bringing on some serious #glee feels 😭❤	0	0	0	0	1	0	0	0	1	0	0
2017-En-21726	Need good vibes for my doctors appointment tomorrow! 	0	1	0	1	1	0	1	0	0	0	0
2017-En-21796	@AaronRodgers12 You will tell people not to  panic. But let see when was the last year the best QB in the NFL got his team in the SB???	0	1	0	0	0	0	0	0	0	0	0
2017-En-21600	I look #horrible today and I just saw 6 people ik in the past 10 min :-)	1	0	1	0	0	0	0	0	0	0	0
2017-En-40793	Hello my dear friends, I will be back online this Friday night. I miss you! #sober #sobriety #recovery	0	0	0	0	1	0	1	0	1	0	0
2017-En-20416	Everyday gay panic is STUNNING: I drew 1 guy's att'n to it when he blocked up a toilet stall's cracks w/paper towels. TOTAL INCOMPREHENSION.	1	0	1	0	0	0	0	0	0	0	0
2017-En-20129	@GuardianAus @guardian because there is a realistic probability that a clown might be their next president. #clown #uspol #nightmare	0	0	1	1	0	0	0	0	1	0	0
2017-En-10167	@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the #outrage	1	0	1	0	0	0	0	0	0	0	0
2017-En-20702	If you really care like you state @flyfrontier @FrontierCare then I would seriously address sensitivity training to your employees #awful	1	0	1	0	0	0	0	0	0	0	0
2017-En-40407	[My teeth were sunk down into the vein of the poor woman who had 'accidentally' had a small problem with her engine, just outside of --	0	0	1	0	0	0	0	0	1	0	0
2017-En-21677	Bilal Abood, #Iraq #immigrant who lives in Mesquite, Texas, was sentenced to 48 months in prison for lying to the Feds about .	1	0	1	0	0	0	0	0	0	0	0
2017-En-10206	@sueblue35 @nsoz7 @immortalbulldog huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a living. #outrage	1	0	1	0	0	0	0	0	1	0	0
2017-En-40273	@DoubleEph sadly his best days are behind him	0	0	0	0	0	0	0	1	1	0	0
2017-En-40123	@Uber_RSA when you click over and over again for a cupcake but there are no vehicles available... #sadness	0	0	0	0	0	0	0	1	1	0	0
2017-En-21919	I have serious separation anxiety 😭😭💔	0	0	0	1	0	0	0	0	0	0	0
2017-En-40709	Well i did hear once before that girls are attracted to men that look like their dad!  👌 	0	1	0	0	1	0	0	1	0	1	0
2017-En-31177	Best quote from a 7 in German - Almost #happy	0	0	0	0	1	0	1	0	0	0	0
2017-En-41122	#recession, #economic #gloom? The brightest #stars shine in the darkest nights! Our #html5 #webdesign rocks! #rtblitz #finovate #wlsb	0	0	0	0	1	1	1	0	0	0	0
2017-En-30571	@finkowska just rejoice if you get paid for it.	0	0	0	0	1	0	1	0	0	0	0
2017-En-21123	@Sopp97 sorry to upset u madam.If you have got any queries don't hesitate to contact our PR department.In the meantime do you fancy a beer?	0	1	0	0	0	0	1	1	0	0	0
2017-En-20693	For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary 	1	0	1	1	0	0	0	0	0	0	0
2017-En-11153	Having one of those #angry days. I will have to stop watching #news.	1	0	1	0	0	0	0	0	0	0	0
2017-En-41520	@Aamnaa___ @drkarthik_n your per capita income is almost same like us. Gini Coefficient is very dismal. Ambitions are high but output Zero.	1	0	1	0	0	0	0	1	1	0	0
2017-En-20259	@RJAH_NHS @ChrisHudson76 @mbrandreth #course day # potential Leadership #excited #nervous # proud	0	0	0	1	1	0	1	0	0	0	0
2017-En-30666	@lennyabrahamson May I send you a copy of #HeroTheGreyhound? Either e-book or real paper one! A boy and a greyhound #smiles #tears 	0	0	0	0	1	0	0	0	0	1	0
2017-En-40679	TGIF! Hope everyone that needs to find #recovery can and that our friends stay #sober this weekend! @REBOSTreatment @BlvdCenters	0	1	0	0	1	1	1	0	0	0	0
2017-En-30547	@warmneutrals 'passenger in car next to u cheerfully asks for a cigarette and then directions'	0	0	0	0	0	0	0	0	0	0	0
2017-En-31122	Nothing lovelier than your great mate sending the most joyful and sweet pic - Thankyou #amy @artburstltd XXXX	0	0	0	0	1	1	1	0	0	0	0
2017-En-30290	Kayaking is merriment together with sevylor inflatable kayaks: eYGgJxMl	0	1	0	0	1	0	0	0	0	1	1
2017-En-21923	@MoonPendent13 One of my friends has a fear of mirrors because he tried to summon Bloody Mary, and he thinks she's going to pop up any time!	0	0	0	1	0	0	0	1	0	0	0
2017-En-10588	@Daniel_Sankey @hayleyp79 Haha.... Actually, after the Doggies I'm barracking for Anyone But GWS! 	0	0	0	0	1	0	1	0	0	0	0
2017-En-41430	Those were the times, I thought I can never be sober. But still His grace are beyond my limits 🙏🏾	0	0	0	0	1	0	1	0	0	0	0
2017-En-21782	This white lady just told me that I incite suspicion based on how I look, being 6'4', having tatoos, athletic build and wear a durag. WOW!	0	1	0	0	1	0	0	0	0	1	0
2017-En-30174	@HytheHighborne -Sylvia was elated to receive kisses from the little prince, her bright smile clear as she glanced to Garrett and Elyse- --	0	0	0	0	1	0	0	0	0	0	0
2017-En-21774	@LucidHurricane_ wait, you mean he wasn't armed with a book? #shocking	0	0	0	1	0	0	0	0	0	1	0
2017-En-30681	@LeBatardShow #heyday Race war 2016	0	1	0	0	1	0	0	0	0	0	0
2017-En-11518	Hell hath no fury like a sound technician scorned'\n\nThat's the quote right	1	0	1	0	0	0	0	0	0	0	0
2017-En-30632	I love when my dog is playful, but he really just scratched my face while flailing his paws in excitement and almost tore my nose ring out	0	0	0	0	1	1	0	0	0	0	0
2017-En-20084	In #Bangladesh war, #US almost bombed us had #Russia not been there. What strategy for #China on #Pakistan? Time ripe to crush #terror camps	1	0	1	1	0	0	1	0	0	0	0
2017-En-30637	myself that despite the absolute delight my children and I would feel having a kitten in our home, the misery my husband would feel is more.	0	0	0	0	1	0	0	0	0	0	0
2017-En-11429	@SharadK7 awaiting to see ur new avataar #rowdy #action #angry young man	1	1	0	0	1	0	1	0	0	0	0
2017-En-21313	@CNN please fire don lemon!!Do not let him report on anymore  protest. He is #horrible #negative and runs away from the issue at hand!	1	0	1	0	0	0	0	0	0	0	0
2017-En-40442	. @UNFCCC @uncclearn The problem is the time it has taken to do this means its going to be out of date already. #sadly	0	0	0	1	0	0	0	1	1	0	0
2017-En-40984	@naynay_whores im pretty sure cause ever since saturday ive just been super sad lol	0	0	1	0	0	0	0	1	1	0	0
2017-En-40415	@WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth 	0	0	0	0	1	0	1	0	0	0	0
2017-En-31178	Best quote from a 7 in German - Almost 	0	0	0	0	1	0	0	0	0	0	0
2017-En-21909	Wow what a thought!  #JudgeLynnToler 'I can't have the specter of this morning's problem haunt my afternoon.' Well written! That 1 sentence	0	0	0	1	1	0	0	0	0	0	0
2017-En-30243	felt a bit shit getting a very high blood sugar then i remembered it's my first one above 15 this week which is incredible for me! #happy	1	0	0	0	1	0	1	0	0	0	0
2017-En-30702	Fee otherwise tricks: palm oil delegation mt jaunty resident: TZxCHLdAQ	0	0	0	0	0	0	0	0	0	0	0
2017-En-20127	Put my passport in a safe back after getting back from Australia 🌏. Only problem is now I can't remember where the safe is!! #panic 🛂	0	0	0	1	0	0	0	1	1	0	0
2017-En-11338	if i don't answer your 50 texts pls don't snap me	1	0	1	0	0	0	0	0	0	0	0
2017-En-20402	@Taoist_Skeptic @jackaberlin @DrJillStein @politicususa Doubt U have anything to be afraid of as Trump has been vilifying minorities &amp; women	1	0	1	1	0	0	0	0	1	0	1
2017-En-40011	At my age all I see is gray. Is it gray because of my bad eyes or my perspective #depression  #healingjustice	0	0	0	0	0	0	0	0	1	0	0
2017-En-20341	@GuardianAus @guardian because there is a realistic probability that a clown might be their next president. #clown #uspol 	1	0	0	0	0	0	0	0	0	0	0
2017-En-21473	Am I the only one with parking sensors who still manages to reverse into things? #nightmare	1	0	0	1	0	0	0	1	0	0	0
2017-En-20266	Just feel awkward that I'm being timid to everyone.	0	0	1	0	0	0	0	1	1	0	0
2017-En-10400	This provocation sets off a curiosity. An entity is feeding fuel to the fire. speaking quatrains. Hmmm America needs to be vigilant now	1	1	0	0	0	0	0	0	0	0	0
2017-En-22018	Beginning the process to see if working is an option. #mentalhealth #complexptsd #nervous	0	1	0	1	0	0	0	0	1	0	0
2017-En-41113	whenever I hear concert postponed I think of dismal ticket sales   green day ?	0	1	1	0	0	0	0	0	1	0	0
2017-En-30897	It feels good to get outside for a minute and get some fresh air.  It's hard to stay cooped up inside all day 	0	0	1	0	1	0	1	0	0	0	0
2017-En-21701	@PrinceJumbo You're welcome and thank to you likewise! What are you hoping to learn, like your no 1 concern?	0	0	0	0	1	0	1	0	0	0	0
2017-En-40293	@JamesWickham Congratulations!  My top home-owning tip: try not to look at your mortgage balance too often.  The slowness will depress you.	0	1	1	1	1	0	0	1	1	0	0
2017-En-10739	How can I tell Happy Anniversary, when u are not happy..  #ampalaya #paitpaitanangpeg	0	0	0	0	1	0	0	0	1	0	0
2017-En-31500	Latest on new optimism on keeping #Raiders in #Oakland, live right now on @KCBSNews: @NFL meets here w/Lott &amp; Schaaf to talk new stadium	0	0	0	0	1	0	1	0	0	0	1
2017-En-20977	Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear, just action. 	0	0	0	1	0	0	1	0	0	0	0
2017-En-20706	Hennessey - dreadful. Mutch - is he even on the pitch? Fryers - out of his depth unfortunately. #CPFC	1	0	0	0	0	0	0	0	1	0	0
2017-En-40304	Shoutout to the drunk man on the bus who pissed in a bottle and on the seats #grim	1	0	1	0	0	0	0	0	0	0	0
2017-En-20199	I can never find the exact #emoji that I'm after at the exact moment that I need it #panic	0	0	1	1	0	0	0	1	1	0	0
2017-En-31026	@ThatBritishDude no okay you don't not need to be going out of your way to make sure you are pleasing everyone do what makes you happy	0	0	0	0	1	0	1	0	0	0	1
2017-En-11591	Ive always wondered how long Angelina put up with Brad's crap. Not gon lie 😐 #bitter	1	0	1	0	0	0	0	0	1	0	0
2017-En-10455	@Kim_is__bored exactly what I have been saying on fb.. #bitter	1	0	1	0	0	0	0	0	1	0	0
2017-En-30200	@Nikhilv95 @LydiajaneF I wish, I really, truly wish, that I had just a modicum of your banter. #hilarious	0	0	0	0	1	0	1	0	0	0	0
2017-En-11363	Hell hath no fury like a late twenty something dude who's concur for government session keeps expiring before he can submit a form	1	0	1	0	0	0	0	0	0	0	0
2017-En-30526	The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov  #quote	0	0	0	0	0	0	1	0	0	0	0
2017-En-10845	Ellie just gave me loads of gifts with notes on em for uni n I burst out in tears, I LOVE HER😩	0	0	0	0	1	1	1	0	0	0	1
2017-En-20774	@Nxrthstxr I think it's the daunting fact of the typical offer being those grades. Even though it's been proven not to be the case exactly	1	0	0	0	0	0	0	1	0	1	0
2017-En-10197	@DPD_UK I asked for my parcel to be delivered to a pick up store not my address  #poorcustomerservice	1	0	1	0	0	0	0	0	0	0	0
2017-En-31103	#bcwinechat what's the most common method used to make BC  #wine?	0	0	0	0	0	0	0	0	0	0	0
2017-En-30034	I #love to #laugh and share #laughter as way to share #joy	0	0	0	0	1	1	1	0	0	0	0
2017-En-41280	Dont dull #Dutty_Wednesday	0	0	0	0	0	0	0	0	0	0	0
2017-En-20451	@BrumSciComm in a danish.  What horror, what depths. #gbbo	1	0	0	1	0	0	0	0	1	0	0
2017-En-20974	@1NatalieMaines Can you imagine being the person who has to spray tan him? 	0	1	1	0	0	0	0	0	0	0	0
2017-En-10314	@IrishTimesPol @IrishTimes Irish citizens boiling drinking water in 2016 leaves one foot firmly in the bog!	1	0	0	0	1	0	0	0	1	0	0
2017-En-30573	#Talking about our #Problems is our greatest #Addiction\n\n#Break the #habit\n\nTalk about ur #Joys\n\n#quote #optimism #problemsolving #behappy	0	0	0	0	1	0	1	0	0	0	0
2017-En-41180	(whisper) I cannot frown.	0	0	0	0	1	0	1	0	1	0	0
2017-En-21903	Embarrassing lack of defensive depth coming back to haunt us.	0	0	0	1	0	0	0	0	1	0	0
2017-En-30357	Accept the challenges, So that you may feel the exhilaration of victory.\n\nTOMIHO IpaglabanMo TapingDay2	0	0	0	0	1	0	1	0	0	0	0
2017-En-11138	@alour @jkramon1313 you should force your neighbours to pay that!  Those people have some nerve!!!  #outrage #Victim	1	0	1	0	0	0	0	0	0	0	0
2017-En-30013	My morning started off amazing!! Hopefully the whole day is going as i want it to go!\n #GreatDay 	0	0	0	0	1	1	1	0	0	0	0
2017-En-11440	I love when people say they aren't racist right before they say some racist shit... Not how that works... 	1	0	1	0	0	0	0	0	0	0	0
2017-En-40030	People stealing things from my work out quite the damper on my day so now I am going to wear pajamas all day	0	0	1	0	0	0	0	0	1	0	0
2017-En-21143	@Melanie_Pierce @HunterHayes awe ain't he a sweetheart? He's adorable! 😊😍❤️	0	0	0	0	1	1	0	0	0	0	0
2017-En-22044	He's intimidated by my work ethic I think he knows I want his spot 🤔😉😂😂	1	0	1	1	1	0	0	0	0	0	0
2017-En-40724	Anyway I'm in a car with a furious white men and I have a really funny story to tell when I'm sober 😂	0	0	0	0	1	0	0	0	0	0	0
2017-En-20306	we shiver in the pause between words \nabandonment still fresh upon the tips of our tongues	0	0	0	0	0	0	1	1	0	0	0
2017-En-10858	@ArcticFantasy I would have almost took offense to this if I actually snapped you	1	0	1	0	0	0	0	0	0	0	0
2017-En-20796	GUY was such a video I'm shaking @ladygaga	0	1	0	0	1	0	0	0	0	1	0
2017-En-30943	@IreneEstry can't wait to see you Hun #cuddles #gossip 	0	1	0	0	1	1	0	0	0	0	0
2017-En-41087	Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November ✈️	0	0	0	0	0	0	0	1	1	0	0
2017-En-21120	@BelieveInBlue18 awe thanks! Couldn't be doing it without all your help and support and that amazing encouragement!💕😘🙌🏻	0	0	0	0	1	1	1	0	0	0	1
2017-En-30118	Thank you disney themed episode for letting me discover how amazing the @BlackishWriters are! 	0	0	0	0	1	0	1	0	0	0	0
2017-En-21241	Tweeting from the sporadic wifi on the tube 	0	0	1	0	1	0	0	0	0	0	0
2017-En-10205	Spurs radio commentator referred to Mauricio Pochettino as 'MoPo' and I felt a sudden surge of rage.	1	0	1	0	0	0	0	0	0	0	0
2017-En-10183	I can't even right now #bb18 #rage	1	0	1	0	0	0	0	0	0	0	0
2017-En-21890	I forgot #BB18 was on tonight 😳 that is how much the real world has been distracting me #horrid 🙅🏼🙈🙊	1	0	1	1	0	0	0	0	0	0	0
2017-En-20808	How had Matty Dawson not scored there!!!!! #terrible	1	1	1	0	0	0	0	0	0	0	0
2017-En-11159	ICQ is just making me mad!!!😤 #icq 	1	0	1	0	0	0	0	0	0	0	0
2017-En-21883	Never fear the want of business. A man who qualifies himself well for his calling, never fails of employment.	0	0	0	1	0	0	1	0	0	0	0
2017-En-31022	someone teach me how to cheer someone up	0	1	0	0	1	1	1	0	0	0	0
2017-En-40380	Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised #sad	0	0	0	0	0	0	0	1	1	1	0
2017-En-20030	I hate when people say 'I need to talk to you or we need to talk.' My anxiety immediately goes up...	1	0	1	1	0	0	0	0	0	0	0
2017-En-41025	@DatGuydARK I wouldn't fret. There's too many opportunities in life to worry about one not working out.	0	0	0	0	0	0	1	0	0	0	1
2017-En-40895	My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color #sad	0	0	0	0	0	0	0	0	1	0	0
2017-En-21995	#WTF @NYSCHereToHelp @NYSC allows #gym  #atmosphere! #jumpship #nasty #atmosphere #unprofessional	1	0	1	0	0	0	0	0	1	1	0
2017-En-20474	You don't know what to expect by Brendon's video lmao LA devotee video got me shook #panic	1	0	1	1	0	0	0	0	0	1	0
2017-En-10599	As your own lives in order to complete our amazing life journey successfully, it is there. #bitter	1	0	0	0	0	0	1	0	1	0	0
2017-En-10066	my mom cut my phone off and I'm so furious 🤗	1	0	1	0	0	0	0	0	0	0	0
2017-En-31409	Some vile piece of scum rejoicing in the fact that you have dead children is inhuman and to say it to me is worse still. I hope karma knocks	1	0	1	0	0	0	1	0	0	0	0
2017-En-41486	@Batman_ofgotham Her golden brown hues met with those baby blues as her arms crossed over the breasts he had been gulking at. 'Let me guess-	0	1	0	0	1	0	1	0	0	0	0
2017-En-21138	i've been rooting for him since the beginning  #BB18	0	1	0	0	0	1	0	0	0	0	1
2017-En-40459	As I lost my heart to you there in the dark.. Underneath the stars 🎧	0	0	0	0	1	1	1	0	0	0	0
2017-En-10790	@serendipity127_ @zombiecalorie @Angel_Eyes66 I'm sensing a theme here tho lol 	0	0	0	0	1	0	1	0	0	0	0
